9C,15999,SIN,3316,PVG,3406,,0,320
9W,3000,BOM,2997,SIN,3316,,0,73H
9W,3000,DEL,3093,SIN,3316,,0,73H
9W,3000,MAA,3144,SIN,3316,,0,73H
9W,3000,SIN,3316,BOM,2997,,0,73H
9W,3000,SIN,3316,DEL,3093,,0,73H
9W,3000,SIN,3316,MAA,3144,,0,73H
AA,24,KUL,3304,SIN,3316,,0,737
AA,24,NRT,2279,SIN,3316,,0,763
AA,24,SIN,3316,KUL,3304,,0,737
AA,24,SIN,3316,NRT,2279,,0,763
AB,214,AUH,2179,SIN,3316,Y,0,332
AB,214,BNE,3320,SIN,3316,Y,0,332
AB,214,SIN,3316,AUH,2179,Y,0,332
AB,214,SIN,3316,BNE,3320,Y,0,332
AF,137,CAN,3370,SIN,3316,Y,0,320
AF,137,CDG,1382,SIN,3316,,0,77W
AF,137,SIN,3316,CDG,1382,,0,77W
AI,218,BKK,3885,SIN,3316,Y,0,772
AI,218,CCU,3043,SIN,3316,Y,0,333
AI,218,DEL,3093,SIN,3316,,0,788
AI,218,HKG,3077,SIN,3316,Y,0,77W
AI,218,ICN,3930,SIN,3316,Y,0,77W
AI,218,KUL,3304,SIN,3316,Y,0,333 772
AI,218,MAA,3144,SIN,3316,,0,332
AI,218,NRT,2279,SIN,3316,Y,0,388
AI,218,SIN,3316,BKK,3885,Y,0,772
AI,218,SIN,3316,CCU,3043,Y,0,333
AI,218,SIN,3316,DEL,3093,,0,788
AI,218,SIN,3316,HKG,3077,Y,0,77W
AI,218,SIN,3316,ICN,3930,Y,0,77W
AI,218,SIN,3316,KUL,3304,Y,0,333 772
AI,218,SIN,3316,MAA,3144,,0,332
AI,218,SIN,3316,NRT,2279,Y,0,388
AK,576,BKI,3269,SIN,3316,,0,320
AK,576,KBR,3298,SIN,3316,,0,320
AK,576,KCH,3263,SIN,3316,,0,320
AK,576,KUL,3304,SIN,3316,,0,320
AK,576,LGK,3305,SIN,3316,,0,320
AK,576,MYY,3266,SIN,3316,,0,320
AK,576,PEN,3308,SIN,3316,,0,320
AK,576,SIN,3316,BKI,3269,,0,320
AK,576,SIN,3316,KBR,3298,,0,320
AK,576,SIN,3316,KCH,3263,,0,320
AK,576,SIN,3316,KUL,3304,,0,320
AK,576,SIN,3316,LGK,3305,,0,320
AK,576,SIN,3316,MYY,3266,,0,320
AK,576,SIN,3316,PEN,3308,,0,320
AK,576,SIN,3316,TGG,3307,,0,320
AK,576,TGG,3307,SIN,3316,,0,320
AT,4248,AUH,2179,SIN,3316,Y,0,332
AT,4248,SIN,3316,AUH,2179,Y,0,332
AY,2350,HEL,421,SIN,3316,,0,343
AY,2350,SIN,3316,HEL,421,,0,343
AZ,596,AUH,2179,SIN,3316,Y,0,332
AZ,596,SIN,3316,AUH,2179,Y,0,332
BA,1355,LHR,507,SIN,3316,,0,744 777
BA,1355,SIN,3316,LHR,507,,0,744 777
BA,1355,SIN,3316,SYD,3361,,0,777
BA,1355,SYD,3361,SIN,3316,,0,777
BG,1359,DAC,3076,SIN,3316,,0,738
BG,1359,SIN,3316,DAC,3076,,0,738
BI,4255,BWN,3272,SIN,3316,,0,320
BI,4255,SIN,3316,BWN,3272,,0,320
BR,2091,SIN,3316,TPE,2276,,0,333 77W
BR,2091,TPE,2276,SIN,3316,,0,77W 333
CA,751,CTU,3395,SIN,3316,,0,320
CA,751,PEK,3364,SIN,3316,,0,333
CA,751,SIN,3316,CTU,3395,,0,320
CA,751,SIN,3316,PEK,3364,,0,333
CA,751,SIN,3316,SZX,3374,Y,0,738
CA,751,SZX,3374,SIN,3316,Y,0,738
CI,1756,KHH,2264,SIN,3316,,0,738
CI,1756,SIN,3316,KHH,2264,,0,738
CI,1756,SIN,3316,SUB,3928,,0,333
CI,1756,SIN,3316,TPE,2276,,0,333 738
CI,1756,SUB,3928,SIN,3316,,0,333
CI,1756,TPE,2276,SIN,3316,,0,738 333
CX,1680,BKK,3885,SIN,3316,,0,772
CX,1680,CMB,3024,SIN,3316,,0,773
CX,1680,HKG,3077,SIN,3316,,0,772 77W 333 773 343
CX,1680,SIN,3316,BKK,3885,,0,333 343
CX,1680,SIN,3316,CMB,3024,,0,773
CX,1680,SIN,3316,HKG,3077,,0,333 772 773 77W
CZ,1767,CAN,3370,SIN,3316,,0,319 320
CZ,1767,FOC,3385,SIN,3316,Y,0,738
CZ,1767,SIN,3316,CAN,3370,,0,320 319
CZ,1767,SIN,3316,FOC,3385,Y,0,738
CZ,1767,SIN,3316,XMN,3383,,0,738
CZ,1767,XMN,3383,SIN,3316,,0,738
DG,4475,CRK,4140,SIN,3316,,0,320
DG,4475,KLO,2430,SIN,3316,,0,320
DG,4475,SIN,3316,CRK,4140,,0,320
DG,4475,SIN,3316,KLO,2430,,0,320
DL,2009,NRT,2279,SIN,3316,,0,76W 777
DL,2009,SIN,3316,NRT,2279,,0,777 76W
EK,2183,BNE,3320,SIN,3316,,0,77W
EK,2183,DXB,2188,SIN,3316,,0,77W 388
EK,2183,MEL,3339,SIN,3316,,0,77W
EK,2183,PER,3351,SIN,3316,Y,0,332
EK,2183,SIN,3316,BNE,3320,,0,77W
EK,2183,SIN,3316,DXB,2188,,0,77W 388
EK,2183,SIN,3316,MEL,3339,,0,77W
EK,2183,SIN,3316,PER,3351,Y,0,332
EK,2183,SIN,3316,SYD,3361,Y,0,333 744
EK,2183,SYD,3361,SIN,3316,Y,0,333 744
ET,2220,ADL,3341,SIN,3316,,0,333
ET,2220,AKL,2006,SIN,3316,,0,77W
ET,2220,BKK,3885,SIN,3316,,0,772 763
ET,2220,BNE,3320,SIN,3316,,0,333
ET,2220,CHC,2009,SIN,3316,,0,772
ET,2220,DXB,2188,SIN,3316,Y,0,77W 333
ET,2220,MEL,3339,SIN,3316,,0,388
ET,2220,PER,3351,SIN,3316,,0,772
ET,2220,SIN,3316,ADL,3341,,0,333
ET,2220,SIN,3316,AKL,2006,,0,77W
ET,2220,SIN,3316,BKK,3885,,0,333 763
ET,2220,SIN,3316,BNE,3320,,0,333
ET,2220,SIN,3316,CHC,2009,,0,772
ET,2220,SIN,3316,DXB,2188,Y,0,77W 333
ET,2220,SIN,3316,MEL,3339,,0,388
ET,2220,SIN,3316,PER,3351,,0,333
ET,2220,SIN,3316,SYD,3361,,0,388
ET,2220,SYD,3361,SIN,3316,,0,388
EY,2222,AUH,2179,SIN,3316,,0,332
EY,2222,BNE,3320,SIN,3316,,0,332
EY,2222,SIN,3316,AUH,2179,,0,332
EY,2222,SIN,3316,BNE,3320,,0,332
FD,4947,DMK,3157,SIN,3316,,0,320
FD,4947,HKT,3179,SIN,3316,,0,320
FD,4947,KBV,3174,SIN,3316,,0,320
FD,4947,SIN,3316,DMK,3157,,0,320
FD,4947,SIN,3316,HKT,3179,,0,320
FD,4947,SIN,3316,KBV,3174,,0,320
FY,2353,IPH,3302,SIN,3316,,0,AT7
FY,2353,KUA,3299,SIN,3316,,0,AT7
FY,2353,SIN,3316,IPH,3302,,0,AT7
FY,2353,SIN,3316,KUA,3299,,0,AT7
FY,2353,SIN,3316,SZB,3408,,0,AT7
FY,2353,SZB,3408,SIN,3316,,0,AT7
GA,2520,BDO,3896,SIN,3316,Y,0,319
GA,2520,BOM,2997,SIN,3316,,0,73H
GA,2520,BPN,3919,SIN,3316,,0,738
GA,2520,CGK,3275,SIN,3316,,0,738 332 333
GA,2520,DEL,3093,SIN,3316,,0,73H
GA,2520,DPS,3940,SIN,3316,,0,738 772
GA,2520,IST,1701,SIN,3316,Y,0,333
GA,2520,JOG,3898,SIN,3316,,0,319
GA,2520,LOP,8401,SIN,3316,Y,0,319
GA,2520,MAA,3144,SIN,3316,,0,73H
GA,2520,MDC,3250,SIN,3316,Y,0,319
GA,2520,PKU,3273,SIN,3316,Y,0,319
GA,2520,PLM,3289,SIN,3316,Y,0,319
GA,2520,SIN,3316,BDO,3896,Y,0,319
GA,2520,SIN,3316,BOM,2997,,0,73H
GA,2520,SIN,3316,BPN,3919,,0,738
GA,2520,SIN,3316,CGK,3275,,0,738 332 333
GA,2520,SIN,3316,DEL,3093,,0,73H
GA,2520,SIN,3316,DPS,3940,,0,772 738
GA,2520,SIN,3316,IST,1701,Y,0,330
GA,2520,SIN,3316,JOG,3898,,0,319
GA,2520,SIN,3316,LOP,8401,Y,0,319
GA,2520,SIN,3316,MAA,3144,,0,73H
GA,2520,SIN,3316,MDC,3250,Y,0,320
GA,2520,SIN,3316,PKU,3273,Y,0,319
GA,2520,SIN,3316,PLM,3289,Y,0,319
GA,2520,SIN,3316,SOC,3929,Y,0,319 320
GA,2520,SIN,3316,SRG,3901,,0,319
GA,2520,SIN,3316,SUB,3928,,0,738
GA,2520,SIN,3316,TPE,2276,Y,0,333
GA,2520,SIN,3316,UPG,3240,,0,319
GA,2520,SOC,3929,SIN,3316,Y,0,319 320
GA,2520,SRG,3901,SIN,3316,,0,319
GA,2520,SUB,3928,SIN,3316,,0,738
GA,2520,TPE,2276,SIN,3316,Y,0,333
GA,2520,UPG,3240,SIN,3316,,0,319
HU,2660,HAK,4120,SIN,3316,,0,738
HU,2660,SIN,3316,HAK,4120,,0,738
HY,5281,KUL,3304,SIN,3316,,0,764
HY,5281,SIN,3316,KUL,3304,,0,764
HY,5281,SIN,3316,TAS,2983,,0,764
HY,5281,TAS,2983,SIN,3316,,0,764
IB,2822,LHR,507,SIN,3316,Y,0,744 777
IB,2822,SIN,3316,LHR,507,Y,0,744 777
IB,2822,SIN,3316,SYD,3361,Y,0,777
IB,2822,SYD,3361,SIN,3316,Y,0,777
IX,569,SIN,3316,TRZ,3152,,0,738
IX,569,TRZ,3152,SIN,3316,,0,738
J8,1508,RDN,4013,SIN,3316,,0,DH7
J8,1508,SIN,3316,RDN,4013,,0,DH7
JL,2987,HND,2359,SIN,3316,,0,767 777
JL,2987,NRT,2279,SIN,3316,,0,767
JL,2987,SIN,3316,HND,2359,,0,767 777
JL,2987,SIN,3316,NRT,2279,,0,767
JQ,3052,AKL,2006,SIN,3316,,0,332
JQ,3052,DPS,3940,SIN,3316,,0,320
JQ,3052,MEL,3339,SIN,3316,,0,332
JQ,3052,SIN,3316,AKL,2006,,0,332
JQ,3052,SIN,3316,DPS,3940,,0,320
JQ,3052,SIN,3316,MEL,3339,,0,332
JT,3290,CGK,3275,SIN,3316,,0,739
JT,3290,SGN,3205,SIN,3316,,0,739
JT,3290,SIN,3316,CGK,3275,,0,739
JT,3290,SIN,3316,SGN,3205,,0,739
KB,2058,CCU,3043,SIN,3316,,0,319
KB,2058,SIN,3316,CCU,3043,,0,319
KE,3163,ICN,3930,SIN,3316,,0,773 77W
KE,3163,SIN,3316,ICN,3930,,0,77W 773
KL,3090,AMS,580,SIN,3316,,0,777
KL,3090,DPS,3940,SIN,3316,,0,777
KL,3090,KHH,2264,SIN,3316,Y,0,737
KL,3090,SIN,3316,AMS,580,,0,777
KL,3090,SIN,3316,DPS,3940,,0,777
LH,3320,FRA,340,SIN,3316,,0,388
LH,3320,SIN,3316,FRA,340,,0,388
LX,4559,SIN,3316,ZRH,1678,,0,343
LX,4559,ZRH,1678,SIN,3316,,0,343
MD,1066,BKK,3885,SIN,3316,Y,0,777
MD,1066,SIN,3316,BKK,3885,Y,0,777
MF,5484,CGK,3275,SIN,3316,,0,738
MF,5484,FOC,3385,SIN,3316,,0,738
MF,5484,SIN,3316,CGK,3275,,0,738 332 333
MF,5484,SIN,3316,FOC,3385,,0,738
MF,5484,SIN,3316,XMN,3383,,0,738
MF,5484,XMN,3383,SIN,3316,,0,738
MH,3378,BKI,3269,SIN,3316,Y,0,320 319
MH,3378,IPH,3302,SIN,3316,Y,0,AT7
MH,3378,KCH,3263,SIN,3316,,0,738
MH,3378,KUA,3299,SIN,3316,Y,0,AT7
MH,3378,KUL,3304,SIN,3316,,0,738 319 320
MH,3378,LGK,3305,SIN,3316,Y,0,320 319
MH,3378,PEN,3308,SIN,3316,Y,0,320 738 319
MH,3378,SIN,3316,BKI,3269,Y,0,320 319
MH,3378,SIN,3316,IPH,3302,Y,0,AT7
MH,3378,SIN,3316,KCH,3263,,0,738
MH,3378,SIN,3316,KUA,3299,Y,0,AT7
MH,3378,SIN,3316,KUL,3304,,0,738 319 320
MH,3378,SIN,3316,LGK,3305,Y,0,320 319
MH,3378,SIN,3316,PEN,3308,Y,0,320 738 319
MH,3378,SIN,3316,SZB,3408,Y,0,AT7
MH,3378,SIN,3316,TAS,2983,Y,0,752
MH,3378,SZB,3408,SIN,3316,Y,0,AT7
MH,3378,TAS,2983,SIN,3316,Y,0,764
MI,4750,BDO,3896,SIN,3316,,0,319
MI,4750,BKI,3269,SIN,3316,,0,320 319
MI,4750,BLR,3131,SIN,3316,,0,320
MI,4750,BPN,3919,SIN,3316,,0,319 320
MI,4750,CCU,3043,SIN,3316,,0,320
MI,4750,CEB,4206,SIN,3316,,0,320 738
MI,4750,CJB,3135,SIN,3316,,0,320
MI,4750,CKG,3393,SIN,3316,,0,320 319
MI,4750,CNX,3931,SIN,3316,,0,320
MI,4750,COK,3136,SIN,3316,,0,320 738 319
MI,4750,CSX,3371,SIN,3316,,0,320
MI,4750,CTU,3395,SIN,3316,,0,320 319
MI,4750,DAD,3196,SIN,3316,,0,738 320
MI,4750,DIL,3310,SIN,3316,,0,319
MI,4750,DRW,3999,SIN,3316,,0,320
MI,4750,DVO,4090,SIN,3316,,0,320 738
MI,4750,HAN,3199,SIN,3316,,0,320
MI,4750,HKT,3179,SIN,3316,,0,320 738 319
MI,4750,HYD,\N,SIN,3316,,0,320 738
MI,4750,JOG,3898,SIN,3316,,0,320
MI,4750,KCH,3263,SIN,3316,,0,319
MI,4750,KMG,3382,SIN,3316,,0,320 319
MI,4750,KTM,3125,SIN,3316,,0,320
MI,4750,KUL,3304,SIN,3316,,0,320 738 319
MI,4750,LGK,3305,SIN,3316,,0,320 319
MI,4750,LOP,8401,SIN,3316,,0,319 320
MI,4750,MAA,3144,SIN,3316,,0,319 320
MI,4750,MDC,3250,SIN,3316,,0,320
MI,4750,PEN,3308,SIN,3316,,0,320 738 319
MI,4750,PKU,3273,SIN,3316,,0,319
MI,4750,PLM,3289,SIN,3316,,0,319
MI,4750,PNH,3034,SIN,3316,,0,320
MI,4750,REP,3035,SIN,3316,,0,738 320
MI,4750,RGN,3239,SIN,3316,,0,320
MI,4750,SIN,3316,BDO,3896,,0,319
MI,4750,SIN,3316,BKI,3269,,0,320 319
MI,4750,SIN,3316,BLR,3131,,0,320
MI,4750,SIN,3316,BPN,3919,,0,319 320
MI,4750,SIN,3316,CCU,3043,,0,320
MI,4750,SIN,3316,CEB,4206,,0,320 738
MI,4750,SIN,3316,CJB,3135,,0,320
MI,4750,SIN,3316,CKG,3393,,0,320 319
MI,4750,SIN,3316,CNX,3931,,0,320
MI,4750,SIN,3316,COK,3136,,0,320 738 319
MI,4750,SIN,3316,CSX,3371,,0,320
MI,4750,SIN,3316,CTU,3395,,0,320 319
MI,4750,SIN,3316,DAD,3196,,0,738 319 320
MI,4750,SIN,3316,DIL,3310,,0,319
MI,4750,SIN,3316,DRW,3999,,0,320
MI,4750,SIN,3316,DVO,4090,,0,320 738
MI,4750,SIN,3316,HAN,3199,,0,320
MI,4750,SIN,3316,HKT,3179,,0,320 738 319
MI,4750,SIN,3316,HYD,\N,,0,738 320
MI,4750,SIN,3316,JOG,3898,,0,320
MI,4750,SIN,3316,KCH,3263,,0,319
MI,4750,SIN,3316,KMG,3382,,0,320 319
MI,4750,SIN,3316,KTM,3125,,0,320
MI,4750,SIN,3316,KUL,3304,,0,320 738 319
MI,4750,SIN,3316,LGK,3305,,0,320 319
MI,4750,SIN,3316,LOP,8401,,0,319 320
MI,4750,SIN,3316,MAA,3144,,0,319 320
MI,4750,SIN,3316,MDC,3250,,0,320
MI,4750,SIN,3316,PEN,3308,,0,320 738 319
MI,4750,SIN,3316,PKU,3273,,0,319
MI,4750,SIN,3316,PLM,3289,,0,319
MI,4750,SIN,3316,PNH,3034,,0,320
MI,4750,SIN,3316,REP,3035,,0,738 320
MI,4750,SIN,3316,RGN,3239,,0,320 319
MI,4750,SIN,3316,SOC,3929,,0,320 319
MI,4750,SIN,3316,SRG,3901,,0,319
MI,4750,SIN,3316,SUB,3928,,0,333 320 319
MI,4750,SIN,3316,SZX,3374,,0,320 738 319
MI,4750,SIN,3316,TRV,3153,,0,319 320
MI,4750,SIN,3316,UPG,3240,,0,319 320
MI,4750,SIN,3316,USM,3177,,0,319
MI,4750,SIN,3316,VTZ,3066,,0,319
MI,4750,SIN,3316,WUH,3376,,0,319 320
MI,4750,SIN,3316,XMN,3383,,0,320
MI,4750,SOC,3929,SIN,3316,,0,320 319
MI,4750,SRG,3901,SIN,3316,,0,319
MI,4750,SUB,3928,SIN,3316,,0,333 320 319
MI,4750,SZX,3374,SIN,3316,,0,320 738 319
MI,4750,TRV,3153,SIN,3316,,0,319 320
MI,4750,UPG,3240,SIN,3316,,0,319 320
MI,4750,USM,3177,SIN,3316,,0,319
MI,4750,VTZ,3066,SIN,3316,,0,319
MI,4750,WUH,3376,SIN,3316,,0,319 320
MI,4750,XMN,3383,SIN,3316,,0,320
MJ,3342,CMB,3024,SIN,3316,Y,0,320
MJ,3342,SIN,3316,CMB,3024,Y,0,320
MK,1057,KUL,3304,SIN,3316,,0,343
MK,1057,SIN,3316,KUL,3304,,0,343
MS,2143,DXB,2188,SIN,3316,Y,0,333
MS,2143,SIN,3316,DXB,2188,Y,0,333
MU,1758,BNE,3320,SIN,3316,Y,0,744
MU,1758,MEL,3339,SIN,3316,Y,0,333
MU,1758,NNG,3373,SIN,3316,,0,320
MU,1758,PER,3351,SIN,3316,Y,0,332
MU,1758,PVG,3406,SIN,3316,,0,332 320 767
MU,1758,SIN,3316,BNE,3320,Y,0,744
MU,1758,SIN,3316,MEL,3339,Y,0,333
MU,1758,SIN,3316,NNG,3373,,0,320
MU,1758,SIN,3316,PER,3351,Y,0,332
MU,1758,SIN,3316,PVG,3406,,0,332 320 767
MU,1758,SIN,3316,SYD,3361,,0,333
MU,1758,SIN,3316,WUH,3376,,0,320
MU,1758,SIN,3316,WUX,6390,,0,320
MU,1758,SYD,3361,SIN,3316,Y,0,333 744
MU,1758,WUH,3376,SIN,3316,,0,320
MU,1758,WUX,6390,SIN,3316,,0,320
NH,324,FUK,2305,SIN,3316,Y,0,333
NH,324,HND,2359,SIN,3316,,0,788 773
NH,324,KIX,3992,SIN,3316,Y,0,333
NH,324,NGO,3942,SIN,3316,Y,0,333
NH,324,NRT,2279,SIN,3316,,0,788
NH,324,SIN,3316,FUK,2305,Y,0,333
NH,324,SIN,3316,HND,2359,,0,333 788
NH,324,SIN,3316,KIX,3992,Y,0,333
NH,324,SIN,3316,NGO,3942,Y,0,333
NH,324,SIN,3316,NRT,2279,,0,788
NZ,345,AUH,2179,SIN,3316,Y,0,332
NZ,345,BNE,3320,SIN,3316,Y,0,332
NZ,345,SIN,3316,AUH,2179,Y,0,332
NZ,345,SIN,3316,BNE,3320,Y,0,332
OZ,28,ICN,3930,SIN,3316,,0,333
OZ,28,JNB,813,SIN,3316,Y,0,772
OZ,28,SIN,3316,ICN,3930,,0,333
OZ,28,SIN,3316,JNB,813,Y,0,772
PG,1422,CNX,3931,SIN,3316,Y,0,320
PG,1422,HKT,3179,SIN,3316,Y,0,320 738 319
PG,1422,SIN,3316,CNX,3931,Y,0,320
PG,1422,SIN,3316,HKT,3179,Y,0,320 738 319
PG,1422,SIN,3316,USM,3177,,0,319
PG,1422,USM,3177,SIN,3316,,0,319
PR,3952,MNL,2397,SIN,3316,,0,320 319
PR,3952,SIN,3316,MNL,2397,,0,319 320
PX,328,POM,5,SIN,3316,,0,763 738
PX,328,SIN,3316,POM,5,,0,763 738
QF,4089,BNE,3320,SIN,3316,,0,744
QF,4089,CGK,3275,SIN,3316,,0,320
QF,4089,DPS,3940,SIN,3316,,0,320
QF,4089,DXB,2188,SIN,3316,Y,0,77W 388
QF,4089,HND,2359,SIN,3316,Y,0,772
QF,4089,MEL,3339,SIN,3316,,0,333
QF,4089,PER,3351,SIN,3316,,0,332
QF,4089,SIN,3316,BNE,3320,,0,744
QF,4089,SIN,3316,CGK,3275,,0,320
QF,4089,SIN,3316,DPS,3940,,0,320
QF,4089,SIN,3316,DXB,2188,Y,0,77W 388
QF,4089,SIN,3316,HND,2359,Y,0,763
QF,4089,SIN,3316,MEL,3339,,0,333
QF,4089,SIN,3316,PER,3351,,0,332
QF,4089,SIN,3316,SYD,3361,,0,333 744
QF,4089,SIN,3316,USM,3177,Y,0,319
QF,4089,SUB,3928,SIN,3316,,0,320
QF,4089,SYD,3361,SIN,3316,,0,333 744
QF,4089,USM,3177,SIN,3316,Y,0,319
QR,4091,DOH,11051,SIN,3316,,0,788 77W
QR,4091,DPS,3940,SIN,3316,,0,77W
QR,4091,SIN,3316,DOH,11051,,0,77W 788
QR,4091,SIN,3316,DPS,3940,,0,77W
QV,3233,SIN,3316,VTE,3120,,0,320
QV,3233,VTE,3120,SIN,3316,,0,320
QZ,2857,BDO,3896,SIN,3316,,0,320
QZ,2857,CGK,3275,SIN,3316,,0,320
QZ,2857,DPS,3940,SIN,3316,,0,320
QZ,2857,JOG,3898,SIN,3316,,0,320
QZ,2857,SIN,3316,BDO,3896,,0,320
QZ,2857,SIN,3316,CGK,3275,,0,320
QZ,2857,SIN,3316,DPS,3940,,0,320
QZ,2857,SIN,3316,JOG,3898,,0,320
QZ,2857,SIN,3316,SRG,3901,,0,320
QZ,2857,SIN,3316,SUB,3928,,0,320
QZ,2857,SRG,3901,SIN,3316,,0,320
QZ,2857,SUB,3928,SIN,3316,,0,320
RI,3391,CGK,3275,SIN,3316,,0,320
RI,3391,DPS,3940,SIN,3316,,0,320
RI,3391,SIN,3316,CGK,3275,,0,320
RI,3391,SIN,3316,DPS,3940,,0,320
RX,19676,DAC,3076,SIN,3316,,0,737
RX,19676,SIN,3316,DAC,3076,,0,737
SA,4305,JNB,813,SIN,3316,Y,0,772
SA,4305,SIN,3316,JNB,813,Y,0,772
SK,4319,BKK,3885,SIN,3316,Y,0,333
SK,4319,CPH,609,SIN,3316,Y,0,772
SK,4319,SIN,3316,CPH,609,Y,0,772
SQ,4435,ADL,3341,SIN,3316,,0,333
SQ,4435,AKL,2006,SIN,3316,,0,77W 772
SQ,4435,AMD,2994,SIN,3316,,0,333
SQ,4435,AMS,580,SIN,3316,,0,772 77W
SQ,4435,BCN,1218,SIN,3316,,0,77W
SQ,4435,BDO,3896,SIN,3316,Y,0,319
SQ,4435,BKI,3269,SIN,3316,Y,0,320 319
SQ,4435,BKK,3885,SIN,3316,,0,772 333 763
SQ,4435,BLR,3131,SIN,3316,,0,772
SQ,4435,BNE,3320,SIN,3316,,0,333
SQ,4435,BOM,2997,SIN,3316,,0,77W 772
SQ,4435,BPN,3919,SIN,3316,Y,0,319 320
SQ,4435,BWN,3272,SIN,3316,,0,773 320
SQ,4435,CAN,3370,SIN,3316,,0,333
SQ,4435,CCU,3043,SIN,3316,,0,333
SQ,4435,CDG,1382,SIN,3316,,0,388
SQ,4435,CEB,4206,SIN,3316,Y,0,320 738
SQ,4435,CGK,3275,SIN,3316,,0,772 773
SQ,4435,CHC,2009,SIN,3316,,0,772
SQ,4435,CJB,3135,SIN,3316,Y,0,320
SQ,4435,CKG,3393,SIN,3316,Y,0,320 319
SQ,4435,CMB,3024,SIN,3316,,0,333
SQ,4435,CNX,3931,SIN,3316,Y,0,320
SQ,4435,COK,3136,SIN,3316,Y,0,320 738 319
SQ,4435,CPH,609,SIN,3316,,0,772
SQ,4435,CSX,3371,SIN,3316,Y,0,320
SQ,4435,CTU,3395,SIN,3316,Y,0,320 319
SQ,4435,DAC,3076,SIN,3316,,0,333
SQ,4435,DAD,3196,SIN,3316,Y,0,738 320
SQ,4435,DEL,3093,SIN,3316,,0,772 773
SQ,4435,DME,4029,SIN,3316,,0,77W
SQ,4435,DPS,3940,SIN,3316,,0,772 738
SQ,4435,DRW,3999,SIN,3316,Y,0,320
SQ,4435,DVO,4090,SIN,3316,Y,0,320 738
SQ,4435,DXB,2188,SIN,3316,,0,77W 333
SQ,4435,FCO,1555,SIN,3316,,0,772
SQ,4435,FRA,340,SIN,3316,,0,388 77W
SQ,4435,FUK,2305,SIN,3316,,0,333
SQ,4435,HAN,3199,SIN,3316,,0,333
SQ,4435,HKG,3077,SIN,3316,,0,77W 772 388
SQ,4435,HKT,3179,SIN,3316,Y,0,320 738 319
SQ,4435,HND,2359,SIN,3316,,0,333 773
SQ,4435,HYD,\N,SIN,3316,Y,0,320 738
SQ,4435,ICN,3930,SIN,3316,,0,333 77W
SQ,4435,IST,1701,SIN,3316,,0,772
SQ,4435,JNB,813,SIN,3316,,0,772
SQ,4435,JOG,3898,SIN,3316,Y,0,320
SQ,4435,KCH,3263,SIN,3316,Y,0,738 319
SQ,4435,KIX,3992,SIN,3316,,0,333
SQ,4435,KMG,3382,SIN,3316,Y,0,320 319
SQ,4435,KTM,3125,SIN,3316,Y,0,320
SQ,4435,KUL,3304,SIN,3316,,0,333
SQ,4435,LGK,3305,SIN,3316,Y,0,320 319
SQ,4435,LHR,507,SIN,3316,,0,388 77W
SQ,4435,LOP,8401,SIN,3316,Y,0,319 320
SQ,4435,MAA,3144,SIN,3316,,0,333
SQ,4435,MDC,3250,SIN,3316,Y,0,320
